date,provider,service,region,cost,currency,is_anomaly,anomaly_type,anomaly_severity,day_of_week,day_of_month,month,quarter,is_weekend,week_of_year,rolling_mean_7d,rolling_std_7d,rolling_mean_14d,rolling_std_14d,rolling_mean_30d,rolling_std_30d,deviation_7d,deviation_30d,cost_lag_1d,cost_lag_7d,growth_1d,growth_7d,month_key,cumulative_monthly_cost,cost_percentile,provider_daily_total,service_share
2023-01-22,AWS,CloudFront,ap-southeast-1,74.13,USD,False,,,6,22,1,1,1,3,99.77847142857142,19.40628756474856,100.73314285714287,18.595424239796785,97.50648636363636,19.588887578938255,-1.321657805063144,-1.1933544601877817,72.9623,76.7271,0.016004155570534265,-0.033848535914509335,2023-01,2145.1427,0.025594149908592323,11809.66448456856,0.0062770623244087775
2023-01-23,AWS,CloudFront,us-east-1,99.2962,USD,False,,,0,23,1,1,0,4,99.82442857142857,19.40444714292013,100.11380714285714,18.479999422971364,97.5843,19.142146097693818,-0.02722203665534872,0.08943093377167428,74.13,98.9745,0.33948738701821823,0.0032503321562295582,2023-01,2244.4389,0.2687385740402194,2684.7905,0.036984710725087494
2023-01-24,AWS,CloudFront,us-east-1,111.3173,USD,False,,,1,24,1,1,0,4,101.04321428571428,19.883467655938745,100.35447142857143,18.61134419782435,98.15650833333332,18.930095443979898,0.5167149861156318,0.6952311310272243,99.2962,102.7858,0.12106304168617672,0.08300271049033044,2023-01,2355.7562,0.36745886654478976,2629.165,0.04233941194255882
2023-01-25,AWS,CloudFront,us-east-1,115.0461,USD,False,,,2,25,1,1,0,4,101.38124285714285,20.132818261308014,100.96868571428571,18.966387121141732,98.83209199999999,18.8368696370071,0.6787354340966774,0.8607591554004836,111.3173,112.6799,0.03349703954341774,0.020999308660896866,2023-01,2470.8023,0.42230347349177333,2743.4833000000003,0.04193431758813988
2023-01-26,AWS,CloudFront,eu-west-1,109.7804,USD,False,,,3,26,1,1,0,4,99.84432857142858,18.79264631548862,100.60733571428571,18.728493840735634,99.25318076923077,18.580763196209553,0.528721248792595,0.5665654913652958,115.0461,120.5388,-0.045770347712388554,-0.08925258920704987,2023-01,2580.5827,0.3510054844606947,2833.1865000000003,0.03874803158915279
2023-01-27,AWS,CloudFront,us-east-1,111.7643,USD,False,,,4,27,1,1,0,4,99.18522857142857,18.187284347011463,99.69467857142857,17.758652688897605,99.71655555555556,18.378341968246072,0.6916409942173029,0.6555403346289282,109.7804,116.378,0.01807153189441771,-0.039644090807200244,2023-01,2692.347,0.37294332723948814,2803.7643,0.03986223093002509
2023-01-28,AWS,CloudFront,eu-west-1,86.4567,USD,False,,,5,28,1,1,1,4,101.11299999999999,15.454358659614462,100.63124285714285,16.567935965162178,99.24298928571429,18.208050864899565,-0.9483602860435527,-0.7022327309981724,111.7643,72.9623,-0.22643724337533155,0.18495030995205808,2023-01,2778.8037,0.14990859232175502,2085.3147,0.04145978542229552
2023-01-29,AWS,CloudFront,ap-southeast-1,83.4707,USD,False,,,6,29,1,1,1,4,102.44738571428572,12.933983487493801,101.11292857142858,15.904238471185966,98.6991172413793,18.11824370840596,-1.4671957584581399,-0.8405018436457822,86.4567,74.13,-0.03453751993732662,0.12600431673916085,2023-01,2862.2744,0.10786106032906764,1992.0105,0.041902740974486874
2023-01-30,AWS,CloudFront,us-east-1,121.5193,USD,False,,,0,30,1,1,0,5,105.62211428571428,14.645722957736236,102.72327142857144,16.787872632919306,99.45979000000001,18.284139718314943,1.0854490255670846,1.206483342319728,83.4707,99.2962,0.4558318068441283,0.22380614766502843,2023-01,2983.7937,0.5210237659963437,2877.4759,0.042231213821793526
2023-01-31,AWS,CloudFront,eu-west-1,137.4358,USD,False,,,1,31,1,1,0,5,109.35332857142855,19.01405157514782,105.19827142857142,19.181364469811225,101.9192,18.263973580418003,1.4769325367666253,1.9446261155422955,121.5193,111.3173,0.13097919425037027,0.23463109507475804,2023-01,3121.2295,0.8135283363802559,3031.0263999999997,0.04534299008413608
2023-02-01,AWS,CloudFront,ap-southeast-1,98.0353,USD,False,,,2,1,2,1,0,5,106.9232142857143,19.250787342896626,104.15222857142858,19.141248597624035,101.99785,18.241226760786905,-0.4616909494110723,-0.2172304555909058,137.4358,115.0461,-0.2866829457805995,-0.1478607271333155,2023-02,98.0353,0.2577696526508227,2581.7698,0.037972130590404315
2023-02-02,AWS,CloudFront,ap-southeast-1,99.3711,USD,False,,,3,2,2,1,0,5,105.43617142857144,19.39479622946272,102.64025000000001,18.574942863179547,102.40234,18.035997819563807,-0.3127164295258359,-0.16806611035092928,98.0353,109.7804,0.0136257042104871,-0.09481929378928462,2023-02,197.40640000000002,0.27056672760511885,2605.4926,0.03813908356521982
2023-02-03,AWS,CloudFront,us-east-1,99.7689,USD,False,,,4,3,2,1,0,5,103.72254285714287,19.272025575762857,101.4538857142857,18.155704684154838,101.98103333333331,17.941585384247123,-0.20514931559191946,-0.12329642480492775,99.3711,111.7643,0.004003175973658343,-0.1073276529257793,2023-02,297.1753,0.2742230347349177,2588.9653,0.03853620595067901
2023-02-04,AWS,CloudFront,us-west-2,78.7783,USD,False,,,5,4,2,1,1,5,102.62562857142858,20.591864065913217,101.86931428571428,17.508636466518556,100.49587000000001,17.95722369859781,-1.1580946967179238,-1.2094057724795408,99.7689,86.4567,-0.21039221641001962,-0.08881208743696191,2023-02,375.9536,0.06581352833638025,1898.6162,0.04149248278823203
2023-02-05,AWS,CloudFront,us-west-2,75.2742,USD,False,,,6,5,2,1,1,5,101.4547,22.04442875399588,101.95104285714287,17.371323838915778,99.46009666666667,18.496133844102506,-1.187624333157954,-1.3076190337512472,78.7783,83.4707,-0.04448052318919712,-0.09819613349237283,2023-02,451.2278,0.031078610603290677,1826.2793,0.041217244262670434
2023-02-06,AWS,CloudFront,ap-southeast-1,105.0087,USD,False,,,0,6,2,1,0,6,99.09604285714286,20.35862197676595,102.35907857142857,17.371257798451868,100.47097000000001,17.914840509248965,0.2904252139125365,0.253294468203833,75.2742,121.5193,0.3950158221489567,-0.13586812958817346,2023-02,556.2365,0.3126142595978062,2714.5865000000003,0.03868312908797023
2023-02-07,AWS,CloudFront,us-west-2,118.033,USD,False,,,1,7,2,1,0,6,96.32421428571429,14.842119488180556,102.83877142857143,17.72674723073012,102.02067666666666,17.32725986846844,1.4626472809433142,0.9241116860922663,105.0087,137.4358,0.12403067555236819,-0.14117718963951767,2023-02,674.2695,0.45886654478976235,2667.4432,0.04424948954862684
2023-02-08,AWS,CloudFront,us-west-2,120.9187,USD,False,,,2,8,2,1,0,6,99.59327142857144,17.554129791468295,103.25824285714285,18.10331447415997,102.45240333333332,17.639073181600292,1.2148382644737175,1.0468972193438364,118.033,98.0353,0.024448247523790392,0.23342000279253058,2023-02,795.1882,0.5155393053016454,2748.3184,0.04399734033726078
2023-02-09,AWS,CloudFront,eu-west-1,111.6364,USD,False,,,3,9,2,1,0,6,101.34545714285714,18.130918981200526,103.3908142857143,18.16145297706772,102.57535,17.69147555690359,0.5675908026088291,0.5121703936081244,120.9187,99.3711,-0.07676480147341347,0.12342924653019406,2023-02,906.8246,0.3711151736745887,2839.2084,0.03931955118192827
2023-02-10,AWS,CloudFront,eu-west-1,106.3338,USD,False,,,4,10,2,1,0,6,102.28329999999998,18.205413691536933,103.00292142857143,18.026344641712953,102.57157333333335,17.69063261230085,0.22248876451846092,0.21266772923869257,111.6364,99.7689,-0.04749884446249162,0.06580106626347683,2023-02,1013.1584,0.3217550274223035,2895.0964,0.03672893241135711
2023-02-11,AWS,CloudFront,eu-west-1,79.8544,USD,False,,,5,11,2,1,1,6,102.43702857142857,17.97696502460064,102.53132857142857,18.57065782789235,101.40541,18.00437755540254,-1.2561980589754218,-1.1969872289384558,106.3338,78.7783,-0.24902147764634552,0.013659853030420012,2023-02,1093.0128,0.07495429616087751,1889.5711,0.04226059553935692
2023-02-12,AWS,CloudFront,ap-southeast-1,73.4322,USD,False,,,6,12,2,1,1,6,102.17388571428572,18.44814238294547,101.81429285714285,19.53213343963714,99.70176666666666,18.15709277443777,-1.5579718063808001,-1.4467936575288716,79.8544,75.2742,-0.08042387144502469,-0.024470535721077453,2023-02,1166.445,0.021937842778793418,1890.4759999999999,0.038843233132798916
2023-02-13,AWS,CloudFront,us-west-2,112.9307,USD,False,,,0,13,2,1,0,7,103.3056,18.888758496612045,101.20082142857143,18.993062331978717,101.02129666666666,17.60564243919787,0.5095676352268905,0.6764537774629197,73.4322,105.0087,0.5378907345750518,0.07544136819067901,2023-02,1279.3757,0.3875685557586837,2627.4604,0.04298093322356334
2023-02-14,AWS,CloudFront,us-east-1,99.9072,USD,False,,,1,14,2,1,0,7,100.71619999999999,17.740861734707266,98.52020714285716,15.878561988633237,101.79396666666666,17.00093646208397,-0.04560094160317468,-0.11098016104957549,112.9307,118.033,-0.11532293698599827,-0.15356552828316175,2023-02,1379.2829,0.2760511882998172,2658.1027,0.03758590666943095
2023-02-15,AWS,CloudFront,us-west-2,118.0561,USD,False,,,2,15,2,1,0,7,100.30725714285714,17.222995947652592,99.95026428571428,16.71125504537895,102.43002,17.24698279462837,1.0305316746318696,0.9060181821460841,99.9072,120.9187,0.18165757823078155,-0.023673757656808472,2023-02,1497.339,0.4625228519195612,2764.8678,0.042698641866333466
2023-02-16,AWS,CloudFront,ap-southeast-1,108.2249,USD,False,,,3,16,2,1,0,7,99.8199,16.894113906525764,100.58267857142857,16.854566792286874,102.61132333333333,17.27940969006242,0.4975105558070053,0.3248708588448038,118.0561,111.6364,-0.08327566301035456,-0.030559029133592902,2023-02,1605.5639,0.34186471663619744,2797.4975,0.038686325903762676
2023-02-17,AWS,CloudFront,eu-west-1,121.6802,USD,False,,,4,17,2,1,0,7,102.01224285714287,18.771715250065036,102.14777142857143,17.765877922338337,102.91133333333332,17.536471963730694,1.0477442726892658,1.0702760911325024,108.2249,106.3338,0.12432721120440551,0.14432287757849038,2023-02,1727.2441,0.5228519195612431,3012.3156,0.040394240231654215
2023-02-18,AWS,CloudFront,ap-southeast-1,76.1514,USD,False,,,5,18,2,1,1,7,101.48324285714286,19.536794631230006,101.96013571428571,18.043387177561637,101.43175333333333,17.86732652823899,-1.2966222624540833,-1.4148928935710274,121.6802,79.8544,-0.37416769531629496,-0.046371896851690464,2023-02,1803.3955,0.038391224862888484,1882.2054,0.04045860244581146
2023-02-19,AWS,CloudFront,eu-west-1,72.4774,USD,False,,,6,19,2,1,1,7,101.34684285714286,19.767252998065366,101.76036428571429,18.374027426761824,99.96839999999999,18.391078758294558,-1.4604681216205337,-1.494800841201687,76.1514,73.4322,-0.04824599416362334,-0.013002470305764898,2023-02,1875.8729,0.014625228519195612,1777.6541,0.040771373913496015
2023-02-20,AWS,CloudFront,ap-southeast-1,106.5267,USD,False,,,0,20,2,1,0,8,100.43198571428572,19.284070175097778,101.86879285714285,18.3991328539173,101.08721333333334,17.699455594934484,0.3160491654541149,0.30732508337240055,72.4774,112.9307,0.4697919627294882,-0.05670734352964507,2023-02,1982.3996,0.3272394881170018,2702.8584,0.03941260851843389
2023-02-21,AWS,CloudFront,us-east-1,114.7363,USD,False,,,1,21,2,1,0,8,102.55042857142858,20.01739069440324,101.63331428571428,18.1963225625339,102.44075666666667,17.10968162286031,0.6087642297639602,0.7186307497496958,106.5267,99.9072,0.07706612520544547,0.14842874187097194,2023-02,2097.1359,0.4149908592321755,2715.6339,0.04225028270561719
2023-02-22,AWS,CloudFront,eu-west-1,113.719,USD,False,,,2,22,2,1,0,8,101.93084285714285,19.518365357517116,101.11905,17.704443511891846,102.92151666666668,17.220548654163213,0.6039520690554763,0.6270115749242359,114.7363,118.0561,-0.008866418038503415,-0.03673761880972918,2023-02,2210.8549,0.39853747714808047,2732.2313,0.04162129318991345
2023-02-23,AWS,CloudFront,eu-west-1,118.6806,USD,False,,,3,23,2,1,0,8,103.42451428571428,20.45776684639428,101.62220714285714,18.1215218597821,103.16696,17.39592088471635,0.7457356332237649,0.8917975715064397,113.719,108.2249,0.04363035200763614,0.09661085387839011,2023-02,2329.5355,0.4753199268738574,2817.5040999999997,0.04212260063790427
2023-02-24,AWS,CloudFront,us-west-2,129.1147,USD,False,,,4,24,2,1,0,8,104.48658571428572,21.71766161886286,103.24941428571428,19.544098109221036,103.63591333333333,17.909251670473783,1.1340131694099853,1.4226605965479724,118.6806,121.6802,0.08791748609218426,0.061098683269249235,2023-02,2458.6502,0.6709323583180987,2972.87,0.04343099429169677
2023-02-25,AWS,CloudFront,ap-southeast-1,70.2122,USD,False,,,5,25,2,1,1,8,103.63812857142855,23.082289629043476,102.56068571428571,20.574672625561046,102.31697333333334,18.872256029254885,-1.4481201435026616,-1.7011624514771773,129.1147,76.1514,-0.4562028955614179,-0.07799200014605126,2023-02,2528.8624,0.007312614259597806,1897.1333,0.03700962921264572
2023-02-26,AWS,CloudFront,us-west-2,82.3399,USD,False,,,6,26,2,1,1,8,105.04705714285714,21.077161985812772,103.19694999999999,19.724773257846632,101.33615999999999,19.127224698510513,-1.077334660001389,-0.9931529690497194,70.2122,72.4774,0.17272924078475357,0.13607690121146618,2023-02,2611.2023,0.09140767824497258,1850.1429,0.04450461637312204
2023-02-27,AWS,CloudFront,ap-southeast-1,109.4112,USD,False,,,0,27,2,1,0,9,105.45912857142856,21.139017338065837,102.94555714285714,19.613286465663418,102.10131,18.969953847931613,0.1869562508597704,0.38534042086832426,82.3399,106.5267,0.32877499243588126,0.0270777185435474,2023-02,2720.6135,0.34552102376599636,2632.4958,0.04156177571107936
2023-02-28,AWS,CloudFront,us-east-1,121.9522,USD,False,,,1,28,2,1,0,9,106.48997142857141,21.831419867453608,104.5202,20.22595616182335,103.38402666666667,18.96776999980418,0.7082557462866403,0.9789328599274504,109.4112,114.7363,0.11462263461039993,0.06289116870543249,2023-02,2842.5657,0.5301645338208409,3039.6572,0.040120379363817696
2023-03-01,AWS,CloudFront,us-west-2,98.1802,USD,False,,,2,1,3,1,0,9,104.27014285714286,21.76375172726869,103.10049285714287,19.897657358379746,102.60605666666666,18.67466217916642,-0.27982045252026566,-0.23699795069745247,121.9522,113.719,-0.19492883277058615,-0.13664207388267002,2023-03,98.1802,0.26142595978062155,2667.7848,0.036802143861065256
2023-03-02,AWS,CloudFront,eu-west-1,106.1994,USD,False,,,3,2,3,1,0,9,102.48711428571427,20.87970209449269,102.95581428571428,19.864867749249296,101.56484333333333,17.499580839466503,0.17779399808041801,0.2648381529201885,98.1802,118.6806,0.08167838321696554,-0.10516630350617401,2023-03,204.37959999999998,0.31992687385740404,2687.9455,0.03950950642412969
2023-03-03,AWS,CloudFront,us-east-1,114.2855,USD,False,,,4,3,3,1,0,9,100.36865714285715,18.323620080637024,102.42762142857143,19.42207694930926,102.10651666666666,17.63751848117673,0.7595029145517804,0.6905156950304876,106.1994,129.1147,0.07614073149117473,-0.11485291759873313,2023-03,318.6651,0.4040219378427788,2789.9323,0.04096353879266498
2023-03-04,AWS,CloudFront,ap-southeast-1,79.9645,USD,False,,,5,4,3,1,1,9,101.76184285714287,15.852766706041912,102.69998571428572,19.048390622139877,101.45963,18.09135077588088,-1.3749866669936126,-1.1881440067741569,114.2855,70.2122,-0.3003093130773343,0.13889751353555518,2023-03,398.6296,0.07678244972577697,1886.2901000000002,0.04239247186843508
2023-03-05,AWS,CloudFront,eu-west-1,86.5702,USD,False,,,6,5,3,1,1,9,102.36617142857143,15.049246551540316,103.70661428571428,17.64939417922401,101.01967333333333,18.293245329354612,-1.0496187548940827,-0.7898802575700891,79.9645,82.3399,0.08260790725781303,0.051376064337564455,2023-03,485.1998,0.15173674588665448,1963.0148,0.04410063541036772
2023-03-06,AWS,CloudFront,ap-southeast-1,106.6552,USD,False,,,0,6,3,1,0,10,101.97245714285714,14.869191821554761,103.71579285714287,17.65100691930434,101.94890333333333,17.82657676634918,0.31492921155537873,0.26400451012482795,86.5702,109.4112,0.23200824301859052,-0.025189377321287135,2023-03,591.855,0.3290676416819013,2832.5194,0.03765382860218445
2023-03-07,AWS,CloudFront,eu-west-1,117.2445,USD,False,,,1,7,3,1,0,10,101.29992857142858,13.889062232528447,103.89495000000001,17.783699463218472,103.34791333333332,17.300106584338476,1.1479948149473287,0.8032659566643238,106.6552,121.9522,0.09928536067534188,-0.038602829632933225,2023-03,709.0995,0.4460694698354662,2952.62,0.039708631655939575
2023-03-08,AWS,CloudFront,ap-southeast-1,112.1406,USD,False,,,2,8,3,1,0,10,103.29427142857142,14.360721458398762,103.78220714285715,17.721521895856736,103.58564333333334,17.372565179867575,0.616008645278672,0.4924406141292394,117.2445,98.1802,-0.043532105983278224,0.14219160278607923,2023-03,821.2401,0.376599634369287,2900.418,0.03866359952253825
2023-03-09,AWS,CloudFront,eu-west-1,124.1663,USD,False,,,3,9,3,1,0,10,105.86097142857145,16.423905784324905,104.17404285714285,18.132164444337125,103.79008666666667,17.583258111658246,1.1145539197980998,1.1588417347217599,112.1406,106.1994,0.1072376998151674,0.16918080516303133,2023-03,945.4064,0.5722120658135283,3120.7255,0.03978763912428703
2023-03-10,AWS,CloudFront,ap-southeast-1,129.7774,USD,False,,,4,10,3,1,0,10,108.0741,18.642270045606924,104.22137857142857,18.203009441728565,104.08537666666666,17.95136454601487,1.1641983484704541,1.4312016931106033,124.1663,114.2855,0.04519020056130208,0.13555437916327484,2023-03,1075.1838,0.6892138939670932,2983.852,0.043493242962437985
2023-03-11,AWS,CloudFront,us-west-2,78.8596,USD,False,,,5,11,3,1,1,10,107.91625714285715,18.92251037009071,104.83905000000001,17.071790764648068,102.99281666666667,18.466002701424667,-1.535560376135352,-1.3068998773350051,129.7774,79.9645,-0.3923472037473987,-0.013817381462851431,2023-03,1154.0434,0.06764168190127971,1904.2975000000001,0.041411386613677006
2023-03-12,AWS,CloudFront,eu-west-1,70.0748,USD,False,,,6,12,3,1,1,10,105.55977142857141,22.67825294907836,103.96297142857144,18.56463688536015,101.78418333333333,19.40264311260788,-1.5647136270454556,-1.6342816361495731,78.8596,86.5702,-0.11139797817752824,-0.19054362817470052,2023-03,1224.1182000000001,0.005484460694698354,1965.9581,0.03564409638230049
2023-03-13,AWS,CloudFront,eu-west-1,116.2538,USD,False,,,0,13,3,1,0,11,106.93100000000001,23.042783938071953,104.45172857142857,18.80759167032245,102.99749666666666,19.12004253078309,0.404586530197508,0.693319761778641,70.0748,106.6552,0.6589958158901774,0.08999654962824137,2023-03,1340.372,0.43144424131627057,2931.486,0.03965695213961805
2023-03-14,AWS,CloudFront,us-west-2,119.9911,USD,False,,,1,14,3,1,0,11,107.32337142857143,23.269936227151856,104.31165,18.67405113185138,104.54946,18.517580506486453,0.5443817485027403,0.8338907987335128,116.2538,117.2445,0.032147766352307254,0.023426258800852702,2023-03,1460.3631,0.49725776965265084,2870.0290999999997,0.0418083217344236
2023-03-15,AWS,CloudFront,ap-southeast-1,122.1662,USD,False,,,2,15,3,1,0,11,108.7556,23.91542218673967,106.0249357142857,19.16217792991854,104.85731000000001,18.737187845369306,0.5607511293225255,0.9237720271536864,119.9911,112.1406,0.01812717776553322,0.08940205420615366,2023-03,1582.5293,0.5319926873857403,3041.9686,0.04016024360013441
2023-03-16,AWS,CloudFront,eu-west-1,129.6072,USD,False,,,3,16,3,1,0,11,109.53287142857143,24.578971371798986,107.69692142857141,20.17312199453591,105.84731000000001,19.244376257106104,0.816727773793024,1.234640690939093,122.1662,124.1663,0.06090882748206208,0.04381945825844999,2023-03,1712.1365,0.6837294332723949,2814.0674999999997,0.046056890959422246
2023-03-17,AWS,CloudFront,us-west-2,117.7238,USD,False,,,4,17,3,1,0,11,107.81092857142858,23.31397923111899,107.9425142857143,20.280148625341333,105.83623333333334,19.23720110915367,0.4251900256870242,0.6179467895874016,129.6072,129.7774,-0.09168780746677901,-0.0928790374896332,2023-03,1829.8603,0.453382084095064,3083.3514999999998,0.03818046693669594
2023-03-18,AWS,CloudFront,ap-southeast-1,83.3731,USD,False,,,5,18,3,1,1,11,108.4557142857143,22.425311459927638,108.1859857142857,19.93596384140817,105.00784,19.66120532855116,-1.118495693110732,-1.100377094759424,117.7238,78.8596,-0.29179061497936876,0.05723462964487214,2023-03,1913.2334,0.10420475319926874,1986.2275000000002,0.04197560450651197
